time,truck,x,y,z,connection
130,20,50.399999999999984,192.4,21.399999999999995,T10
130,21,50.399999999999984,192.4,21.399999999999995,T10
130,22,149.60000000000002,167.6,24.499999999999993,T7
130,23,150.39999999999998,118.99999999999999,38.999999999999986,T7
130,24,50.399999999999984,192.4,21.399999999999995,T10
131,0,271.20000000000005,139.20000000000002,30.799999999999994,T5
131,1,148.79999999999998,117.99999999999999,37.999999999999986,T7
131,2,228.79999999999998,168.0,55.60000000000001,T4
131,3,317.6,127.19999999999999,40.8,T1
131,4,128.79999999999998,172.8,31.000000000000007,T9
131,5,107.19999999999999,151.20000000000002,32.800000000000004,T9
131,6,171.20000000000002,132.0,52.000000000000014,T7
131,7,171.20000000000002,132.0,52.000000000000014,T7
131,8,124.80000000000001,59.2,17.199999999999996,T6
131,9,54.80000000000002,29.200000000000006,21.000000000000007,None
131,10,251.20000000000002,182.0,44.39999999999999,T0
131,11,54.80000000000002,29.200000000000006,21.000000000000007,None
131,12,71.20000000000002,187.2,29.200000000000006,T10
131,13,54.80000000000002,29.200000000000006,21.000000000000007,None
131,14,107.19999999999999,151.20000000000002,32.800000000000004,T9
131,15,194.8,102.00000000000001,35.60000000000001,T3
131,16,175.2,87.99999999999999,24.39999999999999,T6
131,17,292.4,132.8,49.2,T1
131,18,292.4,132.8,49.2,T1
131,19,248.79999999999998,130.79999999999998,39.2,T2
131,20,48.79999999999998,192.8,20.799999999999994,T10
131,21,48.79999999999998,192.8,20.799999999999994,T10
131,22,151.20000000000002,167.2,23.999999999999993,T7
131,23,148.79999999999998,117.99999999999999,37.999999999999986,T7
131,24,48.79999999999998,192.8,20.799999999999994,T10
132,0,272.8,139.8,30.199999999999992,T5
132,1,147.2,116.99999999999999,36.999999999999986,T7
132,2,227.2,167.0,56.400000000000006,T4
132,3,319.40000000000003,126.8,40.19999999999999,T1
132,4,127.19999999999999,173.20000000000002,31.500000000000007,T9
132,5,106.8,152.8,33.2,T9
132,6,172.8,133.0,53.000000000000014,T7
132,7,172.8,133.0,53.000000000000014,T7
132,8,126.20000000000002,59.80000000000001,16.799999999999997,T6
132,9,56.20000000000002,29.800000000000008,21.500000000000007,None
132,10,252.8,183.0,43.599999999999994,T0
132,11,56.20000000000002,29.800000000000008,21.500000000000007,None
132,12,72.80000000000001,186.79999999999998,29.800000000000008,T10
132,13,56.20000000000002,29.800000000000008,21.500000000000007,None
132,14,106.8,152.8,33.2,T9
132,15,196.20000000000002,103.00000000000001,36.400000000000006,T3
132,16,173.79999999999998,86.99999999999999,23.59999999999999,T6
132,17,290.59999999999997,133.20000000000002,49.80000000000001,T1
132,18,290.59999999999997,133.20000000000002,49.80000000000001,T1
132,19,247.2,130.2,39.80000000000001,T2
132,20,47.19999999999998,193.20000000000002,20.199999999999992,T10
132,21,47.19999999999998,193.20000000000002,20.199999999999992,T10
132,22,152.8,166.79999999999998,23.499999999999993,T7
132,23,147.2,116.99999999999999,36.999999999999986,T7
132,24,47.19999999999998,193.20000000000002,20.199999999999992,T10
133,0,274.40000000000003,140.4,29.59999999999999,T5
133,1,145.59999999999997,115.99999999999999,35.999999999999986,T9
133,2,225.59999999999997,166.0,57.20000000000001,T4
133,3,321.20000000000005,126.39999999999999,39.599999999999994,T1
133,4,125.59999999999998,173.6,32.00000000000001,T9
133,5,106.39999999999999,154.40000000000003,33.60000000000001,T9
133,6,174.40000000000003,134.0,54.000000000000014,T7
133,7,174.40000000000003,134.0,54.000000000000014,T7
133,8,127.60000000000002,60.400000000000006,16.399999999999995,T6
133,9,57.600000000000016,30.40000000000001,22.000000000000007,None
133,10,254.40000000000003,184.0,42.79999999999999,T0
133,11,57.600000000000016,30.40000000000001,22.000000000000007,None
133,12,74.40000000000002,186.4,30.40000000000001,T10
133,13,57.600000000000016,30.40000000000001,22.000000000000007,None
133,14,106.39999999999999,154.40000000000003,33.60000000000001,T9
133,15,197.60000000000002,104.00000000000001,37.20000000000001,T3
133,16,172.39999999999998,85.99999999999999,22.79999999999999,T6
133,17,288.79999999999995,133.6,50.400000000000006,T1
133,18,288.79999999999995,133.6,50.400000000000006,T1
133,19,245.59999999999997,129.6,40.400000000000006,T2
133,20,45.59999999999998,193.6,19.59999999999999,T10
133,21,45.59999999999998,193.6,19.59999999999999,T10
133,22,154.40000000000003,166.4,22.999999999999993,T7
133,23,145.59999999999997,115.99999999999999,35.999999999999986,T9
133,24,45.59999999999998,193.6,19.59999999999999,T10
134,0,276.0,141.0,28.999999999999993,T5
134,1,143.99999999999997,114.99999999999999,34.999999999999986,T9
134,2,223.99999999999997,165.0,58.000000000000014,T4
134,3,323.0,126.0,38.99999999999999,T1
134,4,123.99999999999997,174.0,32.50000000000001,T9
134,5,106.0,156.00000000000003,34.00000000000001,T9
134,6,176.00000000000003,135.0,55.000000000000014,T7
134,7,176.00000000000003,135.0,55.000000000000014,T7
134,8,129.00000000000003,61.00000000000001,15.999999999999995,T6
134,9,59.00000000000002,31.000000000000007,22.500000000000007,None
134,10,256.0,185.0,41.999999999999986,T0
134,11,59.00000000000002,31.000000000000007,22.500000000000007,None
134,12,76.00000000000003,186.0,31.000000000000007,T10
134,13,59.00000000000002,31.000000000000007,22.500000000000007,None
134,14,106.0,156.00000000000003,34.00000000000001,T9
134,15,199.00000000000003,105.00000000000001,38.000000000000014,T3
134,16,170.99999999999997,84.99999999999999,21.99999999999999,T6
134,17,287.0,134.0,51.00000000000001,T1
134,18,287.0,134.0,51.00000000000001,T1
134,19,243.99999999999997,129.0,41.00000000000001,T2
134,20,43.99999999999998,194.0,18.999999999999993,T10
134,21,43.99999999999998,194.0,18.999999999999993,T10
134,22,156.00000000000003,166.0,22.499999999999993,T7
134,23,143.99999999999997,114.99999999999999,34.999999999999986,T9
134,24,43.99999999999998,194.0,18.999999999999993,T10
135,0,277.6,141.60000000000002,28.39999999999999,T5
135,1,142.39999999999998,113.99999999999999,33.999999999999986,T9
135,2,222.39999999999998,164.0,58.80000000000001,T4
135,3,324.8,125.6,38.39999999999999,T1
135,4,122.39999999999998,174.4,33.00000000000001,T9
135,5,105.6,157.60000000000002,34.400000000000006,T9
135,6,177.60000000000002,136.0,56.000000000000014,T7
135,7,177.60000000000002,136.0,56.000000000000014,T7
135,8,130.40000000000003,61.60000000000001,15.599999999999994,T6
135,9,60.40000000000002,31.60000000000001,23.000000000000007,None
135,10,257.6,186.0,41.19999999999999,T0
135,11,60.40000000000002,31.60000000000001,23.000000000000007,None
135,12,77.60000000000002,185.6,31.60000000000001,T10
135,13,60.40000000000002,31.60000000000001,23.000000000000007,None
135,14,105.6,157.60000000000002,34.400000000000006,T9
135,15,200.40000000000003,106.00000000000001,38.80000000000001,T3
135,16,169.59999999999997,83.99999999999999,21.19999999999999,T6
135,17,285.2,134.4,51.60000000000001,T1
135,18,285.2,134.4,51.60000000000001,T1
135,19,242.39999999999998,128.39999999999998,41.60000000000001,T2
135,20,42.39999999999998,194.4,18.39999999999999,T10
135,21,42.39999999999998,194.4,18.39999999999999,T10
135,22,157.60000000000002,165.6,21.999999999999993,T7
135,23,142.39999999999998,113.99999999999999,33.999999999999986,T9
135,24,42.39999999999998,194.4,18.39999999999999,T10
136,0,279.20000000000005,142.20000000000002,27.79999999999999,T5
136,1,140.79999999999998,112.99999999999999,32.999999999999986,T9
136,2,220.79999999999998,163.0,59.60000000000001,T4
136,3,326.6,125.19999999999999,37.79999999999999,T1
136,4,120.79999999999998,174.8,33.50000000000001,T9
136,5,105.19999999999999,159.20000000000002,34.800000000000004,T9
136,6,179.20000000000002,137.0,57.000000000000014,T7
136,7,179.20000000000002,137.0,57.000000000000014,T7
136,8,131.8,62.20000000000001,15.199999999999994,T6
136,9,61.800000000000026,32.20000000000001,23.500000000000007,None
136,10,259.20000000000005,187.0,40.39999999999999,T0
136,11,61.800000000000026,32.20000000000001,23.500000000000007,None
136,12,79.20000000000002,185.2,32.20000000000001,T10
136,13,61.800000000000026,32.20000000000001,23.500000000000007,None
136,14,105.19999999999999,159.20000000000002,34.800000000000004,T9
136,15,201.8,107.00000000000001,39.60000000000001,T3
136,16,168.2,82.99999999999999,20.399999999999988,T6
136,17,283.4,134.8,52.20000000000001,T1
136,18,283.4,134.8,52.20000000000001,T1
136,19,240.79999999999998,127.79999999999998,42.20000000000001,T2
136,20,40.799999999999976,194.8,17.79999999999999,T10
136,21,40.799999999999976,194.8,17.79999999999999,T10
136,22,159.20000000000002,165.2,21.499999999999993,T7
136,23,140.79999999999998,112.99999999999999,32.999999999999986,T9
136,24,40.799999999999976,194.8,17.79999999999999,T10
137,0,280.8,142.8,27.19999999999999,T5
137,1,139.2,111.99999999999999,31.999999999999986,T9
137,2,219.2,162.0,60.40000000000001,T4
137,3,328.40000000000003,124.8,37.19999999999999,T1
137,4,119.19999999999997,175.20000000000002,34.00000000000001,T9
137,5,104.8,160.8,35.2,T9
137,6,180.8,138.0,58.000000000000014,T7
137,7,180.8,138.0,58.000000000000014,T7
137,8,133.20000000000002,62.80000000000001,14.799999999999994,T6
137,9,63.200000000000024,32.80000000000001,24.000000000000007,None
137,10,260.8,188.0,39.59999999999999,T0
137,11,63.200000000000024,32.80000000000001,24.000000000000007,None
137,12,80.80000000000003,184.79999999999998,32.80000000000001,T10
137,13,63.200000000000024,32.80000000000001,24.000000000000007,None
137,14,104.8,160.8,35.2,T9
137,15,203.20000000000002,108.00000000000001,40.40000000000001,T3
137,16,166.79999999999998,81.99999999999999,19.599999999999987,T6
137,17,281.59999999999997,135.20000000000002,52.80000000000001,T1
137,18,281.59999999999997,135.20000000000002,52.80000000000001,T1
137,19,239.2,127.19999999999999,42.80000000000001,T2
137,20,39.199999999999974,195.20000000000002,17.19999999999999,T10
137,21,39.199999999999974,195.20000000000002,17.19999999999999,T10
137,22,160.8,164.79999999999998,20.999999999999993,T7
137,23,139.2,111.99999999999999,31.999999999999986,T9
137,24,39.199999999999974,195.20000000000002,17.19999999999999,T10
138,0,282.40000000000003,143.4,26.59999999999999,T5
138,1,137.59999999999997,110.99999999999997,30.99999999999998,T9
138,2,217.59999999999997,160.99999999999997,61.20000000000002,T4
138,3,330.20000000000005,124.39999999999999,36.599999999999994,T1
138,4,117.59999999999997,175.6,34.500000000000014,T9
138,5,104.39999999999999,162.40000000000003,35.60000000000001,T9
138,6,182.40000000000003,139.00000000000003,59.00000000000002,T7
138,7,182.40000000000003,139.00000000000003,59.00000000000002,T7
138,8,134.60000000000002,63.400000000000006,14.399999999999993,T6
138,9,64.60000000000002,33.400000000000006,24.50000000000001,None
138,10,262.40000000000003,189.00000000000003,38.79999999999998,T0
138,11,64.60000000000002,33.400000000000006,24.50000000000001,None
138,12,82.40000000000003,184.4,33.400000000000006,T10
138,13,64.60000000000002,33.400000000000006,24.50000000000001,None
138,14,104.39999999999999,162.40000000000003,35.60000000000001,T9
138,15,204.60000000000002,109.00000000000003,41.20000000000002,T3
138,16,165.39999999999998,80.99999999999997,18.799999999999986,T6
138,17,279.79999999999995,135.6,53.400000000000006,T1
138,18,279.79999999999995,135.6,53.400000000000006,T1
138,19,237.59999999999997,126.6,43.400000000000006,T2
138,20,37.59999999999997,195.6,16.59999999999999,T10
138,21,37.59999999999997,195.6,16.59999999999999,T10
138,22,162.40000000000003,164.4,20.49999999999999,T7
138,23,137.59999999999997,110.99999999999997,30.99999999999998,T9
138,24,37.59999999999997,195.6,16.59999999999999,T10
139,0,284.0,144.0,25.99999999999999,T5
139,1,135.99999999999997,109.99999999999997,29.99999999999998,T9
139,2,215.99999999999997,159.99999999999997,62.000000000000014,T4
139,3,332.0,124.0,35.999999999999986,T1
139,4,115.99999999999997,176.0,35.000000000000014,T9
139,5,104.0,164.00000000000003,36.00000000000001,T9
139,6,184.00000000000003,140.00000000000003,60.00000000000002,T7
139,7,184.00000000000003,140.00000000000003,60.00000000000002,T7
139,8,136.00000000000003,64.00000000000001,13.999999999999993,T6
139,9,66.00000000000003,34.000000000000014,25.00000000000001,None
139,10,264.0,190.00000000000003,37.999999999999986,T0
139,11,66.00000000000003,34.000000000000014,25.00000000000001,None
139,12,84.00000000000003,184.0,34.000000000000014,T10
139,13,66.00000000000003,34.000000000000014,25.00000000000001,None
139,14,104.0,164.00000000000003,36.00000000000001,T9
139,15,206.00000000000003,110.00000000000003,42.000000000000014,T3
139,16,163.99999999999997,79.99999999999997,17.999999999999986,T6
139,17,278.0,136.0,54.000000000000014,T1
139,18,278.0,136.0,54.000000000000014,T1
139,19,235.99999999999997,125.99999999999999,44.000000000000014,T2
139,20,35.99999999999997,196.0,15.99999999999999,T10
139,21,35.99999999999997,196.0,15.99999999999999,T10
139,22,164.00000000000003,164.0,19.99999999999999,T7
139,23,135.99999999999997,109.99999999999997,29.99999999999998,T9
139,24,35.99999999999997,196.0,15.99999999999999,T10
140,0,285.6,144.60000000000002,25.399999999999988,T5
140,1,134.39999999999998,108.99999999999997,28.99999999999998,T9
140,2,214.39999999999998,158.99999999999997,62.80000000000002,T4
140,3,333.80000000000007,123.6,35.39999999999999,T1
140,4,114.39999999999996,176.4,35.500000000000014,T9
140,5,103.6,165.60000000000002,36.400000000000006,T9
140,6,185.60000000000002,141.00000000000003,61.00000000000002,T7
140,7,185.60000000000002,141.00000000000003,61.00000000000002,T7
140,8,137.40000000000003,64.60000000000001,13.59999999999999,T6
140,9,67.40000000000003,34.60000000000001,25.50000000000001,None
140,10,265.6,191.00000000000003,37.19999999999998,T0
140,11,67.40000000000003,34.60000000000001,25.50000000000001,None
140,12,85.60000000000004,183.6,34.60000000000001,T10
140,13,67.40000000000003,34.60000000000001,25.50000000000001,None
140,14,103.6,165.60000000000002,36.400000000000006,T9
140,15,207.40000000000003,111.00000000000003,42.80000000000002,T3
140,16,162.59999999999997,78.99999999999997,17.19999999999998,T6
140,17,276.19999999999993,136.4,54.60000000000001,T1
140,18,276.19999999999993,136.4,54.60000000000001,T1
140,19,234.39999999999998,125.39999999999999,44.60000000000001,T2
140,20,34.39999999999996,196.4,15.399999999999988,T10
140,21,34.39999999999996,196.4,15.399999999999988,T10
140,22,165.60000000000002,163.6,19.49999999999999,T7
140,23,134.39999999999998,108.99999999999997,28.99999999999998,T9
140,24,34.39999999999996,196.4,15.399999999999988,T10
141,0,287.20000000000005,145.20000000000002,24.799999999999986,T5
141,1,132.79999999999995,107.99999999999997,27.99999999999998,T9
141,2,212.79999999999995,157.99999999999997,63.600000000000016,T4
141,3,335.6,123.19999999999999,34.79999999999998,T1
141,4,112.79999999999997,176.8,36.000000000000014,T9
141,5,103.19999999999999,167.20000000000005,36.80000000000001,T9
141,6,187.20000000000005,142.00000000000003,62.00000000000002,T7
141,7,187.20000000000005,142.00000000000003,62.00000000000002,T7
141,8,138.8,65.20000000000002,13.199999999999992,T6
141,9,68.80000000000003,35.20000000000002,26.00000000000001,None
141,10,267.20000000000005,192.00000000000003,36.399999999999984,T0
141,11,68.80000000000003,35.20000000000002,26.00000000000001,None
141,12,87.20000000000003,183.2,35.20000000000002,T10
141,13,68.80000000000003,35.20000000000002,26.00000000000001,None
141,14,103.19999999999999,167.20000000000005,36.80000000000001,T9
141,15,208.8,112.00000000000003,43.600000000000016,T3
141,16,161.2,77.99999999999997,16.399999999999984,T6
141,17,274.4,136.8,55.20000000000002,T5
141,18,274.4,136.8,55.20000000000002,T5
141,19,232.79999999999995,124.79999999999998,45.20000000000002,T2
141,20,32.79999999999997,196.8,14.799999999999986,T10
141,21,32.79999999999997,196.8,14.799999999999986,T10
141,22,167.20000000000005,163.2,18.99999999999999,T7
141,23,132.79999999999995,107.99999999999997,27.99999999999998,T9
141,24,32.79999999999997,196.8,14.799999999999986,T10
142,0,288.80000000000007,145.8,24.19999999999999,T5
142,1,131.19999999999996,106.99999999999997,26.99999999999998,T9
142,2,211.19999999999996,156.99999999999997,64.40000000000002,T4
142,3,337.40000000000003,122.79999999999998,34.19999999999999,T1
142,4,111.19999999999996,177.20000000000002,36.500000000000014,T9
142,5,102.79999999999998,168.80000000000004,37.20000000000001,T9
142,6,188.80000000000004,143.00000000000003,63.00000000000002,T7
142,7,188.80000000000004,143.00000000000003,63.00000000000002,T7
142,8,140.20000000000005,65.80000000000001,12.79999999999999,T6
142,9,70.20000000000003,35.80000000000001,26.50000000000001,None
142,10,268.80000000000007,193.00000000000003,35.59999999999998,T0
142,11,70.20000000000003,35.80000000000001,26.50000000000001,None
142,12,88.80000000000004,182.79999999999998,35.80000000000001,T10
142,13,70.20000000000003,35.80000000000001,26.50000000000001,None
142,14,102.79999999999998,168.80000000000004,37.20000000000001,T9
142,15,210.20000000000005,113.00000000000003,44.40000000000002,T3
142,16,159.79999999999995,76.99999999999997,15.59999999999998,T6
142,17,272.59999999999997,137.20000000000002,55.80000000000001,T5
142,18,272.59999999999997,137.20000000000002,55.80000000000001,T5
142,19,231.19999999999996,124.19999999999999,45.80000000000001,T2
142,20,31.19999999999996,197.20000000000002,14.199999999999989,T10
142,21,31.19999999999996,197.20000000000002,14.199999999999989,T10
142,22,168.80000000000004,162.79999999999998,18.49999999999999,T7
142,23,131.19999999999996,106.99999999999997,26.99999999999998,T9
142,24,31.19999999999996,197.20000000000002,14.199999999999989,T10
143,0,290.40000000000003,146.4,23.599999999999987,T5
143,1,129.59999999999997,105.99999999999997,25.99999999999998,T9
143,2,209.59999999999997,155.99999999999997,65.20000000000002,T4
143,3,339.20000000000005,122.39999999999999,33.59999999999999,T1
143,4,109.59999999999997,177.60000000000002,37.000000000000014,T9
143,5,102.39999999999999,170.40000000000003,37.60000000000001,T9
143,6,190.40000000000003,144.00000000000003,64.00000000000003,T7
143,7,190.40000000000003,144.00000000000003,64.00000000000003,T7
143,8,141.60000000000002,66.4,12.399999999999991,T6
143,9,71.60000000000002,36.40000000000001,27.00000000000001,None
143,10,270.40000000000003,194.00000000000003,34.79999999999998,T0
143,11,71.60000000000002,36.40000000000001,27.00000000000001,None
143,12,90.40000000000003,182.39999999999998,36.40000000000001,T10
143,13,71.60000000000002,36.40000000000001,27.00000000000001,None
143,14,102.39999999999999,170.40000000000003,37.60000000000001,T9
143,15,211.60000000000002,114.00000000000003,45.20000000000002,T3
143,16,158.39999999999998,75.99999999999997,14.799999999999983,T6
143,17,270.79999999999995,137.60000000000002,56.40000000000001,T5
143,18,270.79999999999995,137.60000000000002,56.40000000000001,T5
143,19,229.59999999999997,123.6,46.40000000000001,T2
143,20,29.599999999999966,197.60000000000002,13.599999999999987,T10
143,21,29.599999999999966,197.60000000000002,13.599999999999987,T10
143,22,170.40000000000003,162.39999999999998,17.99999999999999,T7
143,23,129.59999999999997,105.99999999999997,25.99999999999998,T9
143,24,29.599999999999966,197.60000000000002,13.599999999999987,T10
144,0,292.00000000000006,147.0,22.999999999999986,T1
144,1,127.99999999999996,104.99999999999997,24.99999999999998,T9
144,2,207.99999999999994,154.99999999999997,66.00000000000003,T4
144,3,341.00000000000006,121.99999999999999,32.999999999999986,T1
144,4,107.99999999999996,178.0,37.500000000000014,T9
144,5,101.99999999999999,172.00000000000006,38.000000000000014,T9
144,6,192.00000000000006,145.00000000000003,65.00000000000003,T7
144,7,192.00000000000006,145.00000000000003,65.00000000000003,T7
144,8,143.00000000000003,67.00000000000001,11.99999999999999,T6
144,9,73.00000000000003,37.000000000000014,27.50000000000001,None
144,10,272.00000000000006,195.00000000000003,33.99999999999998,T0
144,11,73.00000000000003,37.000000000000014,27.50000000000001,None
144,12,92.00000000000004,182.0,37.000000000000014,T10
144,13,73.00000000000003,37.000000000000014,27.50000000000001,None
144,14,101.99999999999999,172.00000000000006,38.000000000000014,T9
144,15,213.00000000000003,115.00000000000003,46.00000000000002,T3
144,16,156.99999999999997,74.99999999999997,13.999999999999979,T6
144,17,268.99999999999994,138.0,57.000000000000014,T5
144,18,268.99999999999994,138.0,57.000000000000014,T5
144,19,227.99999999999994,122.99999999999999,47.000000000000014,T2
144,20,27.999999999999957,198.0,12.999999999999986,T10
144,21,27.999999999999957,198.0,12.999999999999986,T10
144,22,172.00000000000006,162.0,17.49999999999999,T7
144,23,127.99999999999996,104.99999999999997,24.99999999999998,T9
144,24,27.999999999999957,198.0,12.999999999999986,T10
145,0,293.6,147.60000000000002,22.399999999999984,T1
145,1,126.39999999999996,103.99999999999997,23.99999999999998,T9
145,2,206.39999999999998,153.99999999999997,66.80000000000001,T4
145,3,342.80000000000007,121.6,32.399999999999984,T1
145,4,106.39999999999996,178.4,38.000000000000014,T9
145,5,101.6,173.60000000000002,38.400000000000006,T9
145,6,193.60000000000002,146.00000000000003,66.00000000000003,T7
145,7,193.60000000000002,146.00000000000003,66.00000000000003,T7
145,8,144.40000000000003,67.60000000000002,11.59999999999999,T6
145,9,74.40000000000003,37.600000000000016,28.00000000000001,None
145,10,273.6,196.00000000000003,33.19999999999998,T0
145,11,74.40000000000003,37.600000000000016,28.00000000000001,None
145,12,93.60000000000004,181.6,37.600000000000016,T10
145,13,74.40000000000003,37.600000000000016,28.00000000000001,None
145,14,101.6,173.60000000000002,38.400000000000006,T9
145,15,214.40000000000003,116.00000000000003,46.80000000000002,T3
145,16,155.59999999999997,73.99999999999997,13.199999999999982,T6
145,17,267.19999999999993,138.4,57.600000000000016,T2
145,18,267.19999999999993,138.4,57.600000000000016,T2
145,19,226.39999999999998,122.39999999999998,47.600000000000016,T2
145,20,26.399999999999963,198.4,12.399999999999984,T10
145,21,26.399999999999963,198.4,12.399999999999984,T10
145,22,173.60000000000002,161.6,16.99999999999999,T7
145,23,126.39999999999996,103.99999999999997,23.99999999999998,T9
145,24,26.399999999999963,198.4,12.399999999999984,T10
146,0,295.20000000000005,148.20000000000002,21.799999999999986,T1
146,1,124.79999999999995,102.99999999999997,22.99999999999997,T9
146,2,204.79999999999995,152.99999999999997,67.60000000000002,T4
146,3,344.6,121.19999999999999,31.799999999999986,T1
146,4,104.79999999999995,178.8,38.500000000000014,T9
146,5,101.19999999999999,175.20000000000005,38.80000000000001,T9
146,6,195.20000000000005,147.00000000000003,67.00000000000003,T7
146,7,195.20000000000005,147.00000000000003,67.00000000000003,T7
146,8,145.80000000000004,68.20000000000002,11.199999999999989,T6
146,9,75.80000000000004,38.20000000000002,28.500000000000014,None
146,10,275.20000000000005,197.00000000000003,32.39999999999998,T0
146,11,75.80000000000004,38.20000000000002,28.500000000000014,None
146,12,95.20000000000005,181.2,38.20000000000002,T10
146,13,75.80000000000004,38.20000000000002,28.500000000000014,None
146,14,101.19999999999999,175.20000000000005,38.80000000000001,T9
146,15,215.80000000000004,117.00000000000003,47.60000000000002,T3
146,16,154.19999999999996,72.99999999999997,12.399999999999977,T6
146,17,265.4,138.8,58.20000000000002,T2
146,18,265.4,138.8,58.20000000000002,T2
146,19,224.79999999999995,121.79999999999998,48.20000000000002,T2
146,20,24.799999999999955,198.8,11.799999999999986,T10
146,21,24.799999999999955,198.8,11.799999999999986,T10
146,22,175.20000000000005,161.2,16.499999999999986,T7
146,23,124.79999999999995,102.99999999999997,22.99999999999997,T9
146,24,24.799999999999955,198.8,11.799999999999986,T10
147,0,296.80000000000007,148.8,21.199999999999985,T1
147,1,123.19999999999996,101.99999999999997,21.99999999999997,T9
147,2,203.19999999999996,151.99999999999997,68.40000000000002,T4
147,3,346.40000000000003,120.79999999999998,31.199999999999985,T1
147,4,103.19999999999996,179.20000000000002,39.000000000000014,T9
147,5,100.79999999999998,176.80000000000004,39.20000000000001,T9
147,6,196.80000000000004,148.00000000000003,68.00000000000003,T7
147,7,196.80000000000004,148.00000000000003,68.00000000000003,T7
147,8,147.20000000000005,68.80000000000001,10.79999999999999,T6
147,9,77.20000000000003,38.80000000000001,29.000000000000014,None
147,10,276.80000000000007,198.00000000000003,31.59999999999998,T0
147,11,77.20000000000003,38.80000000000001,29.000000000000014,None
147,12,96.80000000000004,180.79999999999998,38.80000000000001,T10
147,13,77.20000000000003,38.80000000000001,29.000000000000014,None
147,14,100.79999999999998,176.80000000000004,39.20000000000001,T9
147,15,217.20000000000005,118.00000000000003,48.40000000000002,T3
147,16,152.79999999999995,71.99999999999997,11.59999999999998,T6
147,17,263.59999999999997,139.20000000000002,58.80000000000001,T2
147,18,263.59999999999997,139.20000000000002,58.80000000000001,T2
147,19,223.19999999999996,121.19999999999999,48.80000000000001,T2
147,20,23.19999999999996,199.20000000000002,11.199999999999985,T10
147,21,23.19999999999996,199.20000000000002,11.199999999999985,T10
147,22,176.80000000000004,160.79999999999998,15.999999999999986,T7
147,23,123.19999999999996,101.99999999999997,21.99999999999997,T9
147,24,23.19999999999996,199.20000000000002,11.199999999999985,T10
148,0,298.40000000000003,149.4,20.599999999999984,T1
148,1,121.59999999999995,100.99999999999997,20.99999999999997,T9
148,2,201.59999999999997,150.99999999999997,69.20000000000002,T4
148,3,348.20000000000005,120.39999999999999,30.599999999999984,T1
148,4,101.59999999999995,179.60000000000002,39.500000000000014,T9
148,5,100.39999999999999,178.40000000000003,39.60000000000001,T9
148,6,198.40000000000003,149.00000000000003,69.00000000000003,T7
148,7,198.40000000000003,149.00000000000003,69.00000000000003,T7
148,8,148.60000000000002,69.40000000000002,10.399999999999988,T6
148,9,78.60000000000004,39.40000000000002,29.500000000000014,None
148,10,278.40000000000003,199.00000000000003,30.799999999999976,T0
148,11,78.60000000000004,39.40000000000002,29.500000000000014,None
148,12,98.40000000000005,180.39999999999998,39.40000000000002,T10
148,13,78.60000000000004,39.40000000000002,29.500000000000014,None
148,14,100.39999999999999,178.40000000000003,39.60000000000001,T9
148,15,218.60000000000002,119.00000000000003,49.200000000000024,T3
148,16,151.39999999999998,70.99999999999997,10.799999999999976,T6
148,17,261.79999999999995,139.60000000000002,59.40000000000002,T2
148,18,261.79999999999995,139.60000000000002,59.40000000000002,T2
148,19,221.59999999999997,120.59999999999998,49.40000000000002,T2
148,20,21.59999999999995,199.60000000000002,10.599999999999984,T10
148,21,21.59999999999995,199.60000000000002,10.599999999999984,T10
148,22,178.40000000000003,160.39999999999998,15.499999999999986,T7
148,23,121.59999999999995,100.99999999999997,20.99999999999997,T9
148,24,21.59999999999995,199.60000000000002,10.599999999999984,T10
149,0,300.0,150.0,19.999999999999986,T1
149,1,119.99999999999997,99.99999999999997,19.99999999999998,T9
149,2,199.99999999999997,149.99999999999997,70.00000000000001,T0
149,3,350.00000000000006,120.0,29.999999999999986,T1
149,4,99.99999999999997,180.0,40.000000000000014,T9
149,5,100.0,180.00000000000003,40.00000000000001,T9
149,6,200.00000000000003,150.00000000000003,70.00000000000003,T0
149,7,200.00000000000003,150.00000000000003,70.00000000000003,T0
149,8,150.00000000000003,70.00000000000001,9.999999999999993,T3
149,9,80.00000000000003,40.000000000000014,30.00000000000001,None
149,10,280.0,200.00000000000003,29.999999999999986,T4
149,11,80.00000000000003,40.000000000000014,30.00000000000001,None
149,12,100.00000000000003,180.0,40.000000000000014,T9
149,13,80.00000000000003,40.000000000000014,30.00000000000001,None
149,14,100.0,180.00000000000003,40.00000000000001,T9
149,15,220.00000000000003,120.00000000000003,50.000000000000014,T2
149,16,149.99999999999997,69.99999999999997,9.999999999999986,T3
149,17,259.99999999999994,140.0,60.000000000000014,T5
149,18,259.99999999999994,140.0,60.000000000000014,T5
149,19,219.99999999999997,119.99999999999999,50.000000000000014,T2
149,20,19.99999999999997,200.0,9.999999999999986,T10
149,21,19.99999999999997,200.0,9.999999999999986,T10
149,22,180.00000000000003,160.0,14.99999999999999,T7
149,23,119.99999999999997,99.99999999999997,19.99999999999998,T9
149,24,19.99999999999997,200.0,9.999999999999986,T10
150,0,298.4,149.4,20.6,T1
150,1,119.6,101.6,20.4,T9
150,2,198.4,149.0,69.0,T0
150,3,348.2,120.4,30.6,T1
150,4,98.4,180.4,39.4,T9
150,5,98.4,180.4,39.4,T9
150,6,201.6,151.0,69.2,T0
150,7,201.6,151.0,69.2,T0
