timestamp_min,tower_id,tower_x,tower_y,tower_z,move_pw,idle_pw,mesh_pw,truck_pw,total_pw,volt,batt_pct,current_A,ah_step,energy_wh,conn_trucks,conn_towers,T0_x,T0_y,T0_z,T0_dist2D_tower,T0_conn,T1_x,T1_y,T1_z,T1_dist2D_tower,T1_conn,T2_x,T2_y,T2_z,T2_dist2D_tower,T2_conn,T3_x,T3_y,T3_z,T3_dist2D_tower,T3_conn,T4_x,T4_y,T4_z,T4_dist2D_tower,T4_conn,T5_x,T5_y,T5_z,T5_dist2D_tower,T5_conn,T6_x,T6_y,T6_z,T6_dist2D_tower,T6_conn,T7_x,T7_y,T7_z,T7_dist2D_tower,T7_conn,T8_x,T8_y,T8_z,T8_dist2D_tower,T8_conn,T9_x,T9_y,T9_z,T9_dist2D_tower,T9_conn,T10_x,T10_y,T10_z,T10_dist2D_tower,T10_conn,T11_x,T11_y,T11_z,T11_dist2D_tower,T11_conn,T12_x,T12_y,T12_z,T12_dist2D_tower,T12_conn,T13_x,T13_y,T13_z,T13_dist2D_tower,T13_conn,T14_x,T14_y,T14_z,T14_dist2D_tower,T14_conn,T15_x,T15_y,T15_z,T15_dist2D_tower,T15_conn,T16_x,T16_y,T16_z,T16_dist2D_tower,T16_conn,T17_x,T17_y,T17_z,T17_dist2D_tower,T17_conn,T18_x,T18_y,T18_z,T18_dist2D_tower,T18_conn,T19_x,T19_y,T19_z,T19_dist2D_tower,T19_conn,T20_x,T20_y,T20_z,T20_dist2D_tower,T20_conn,T21_x,T21_y,T21_z,T21_dist2D_tower,T21_conn,T22_x,T22_y,T22_z,T22_dist2D_tower,T22_conn,T23_x,T23_y,T23_z,T23_dist2D_tower,T23_conn,T24_x,T24_y,T24_z,T24_dist2D_tower,T24_conn,T25_x,T25_y,T25_z,T25_dist2D_tower,T25_conn,T26_x,T26_y,T26_z,T26_dist2D_tower,T26_conn,T27_x,T27_y,T27_z,T27_dist2D_tower,T27_conn,T28_x,T28_y,T28_z,T28_dist2D_tower,T28_conn,T29_x,T29_y,T29_z,T29_dist2D_tower,T29_conn
4.233,0,140.16,259.84,15.59,4,3,2.668,634.974,644.642,26.139,91.94,24.6619,0.006851,365.4488,T0;T5;T13;T19;T21;T23;T24;T26;T27,1;2,150.0,478.3,-33.81,218.68,0,750.0,350.0,1.69,616.47,None,700.0,150.0,16.43,570.51,None,570.04,250.0,18.88,429.98,None,70.21,250.0,8.75,70.65,1,150.0,450.0,-23.85,190.42,0,620.05,350.0,8.03,488.28,None,600.0,250.0,17.42,459.94,None,-108.61,250.0,-18.21,248.97,1,-409.69,400.0,-91.45,567.43,None,-570.93,366.29,-32.34,719.02,None,700.0,-150.0,-154.15,693.82,None,150.0,-152.15,-103.61,412.1,None,150.0,623.58,-98.6,363.87,0,600.0,114.81,-16.03,482.17,None,700.0,300.0,4.48,561.28,None,-80.28,440.14,-16.22,284.79,1,600.0,300.0,11.93,461.59,None,-200.0,310.21,-52.14,343.87,1,289.99,250.0,25.18,150.15,0,69.18,250.0,8.63,71.66,1,150.0,250.0,17.17,13.91,0,78.96,321.04,5.34,86.56,1,440.02,250.0,23.87,300.02,0,340.0,250.0,25.16,200.08,0,-100.0,410.0,-17.62,283.24,1,400.0,250.0,24.92,260.02,0,180.0,200.0,25.54,71.88,0,750.0,170.01,12.42,616.42,None,-250.0,250.0,-112.92,390.29,1
4.25,0,138.76,261.24,15.36,4,3,2.794,538.112,547.906,26.137,91.9,20.9627,0.005823,365.2966,T0;T5;T13;T19;T21;T23;T24;T26;T27,1;2,150.0,506.6,-43.77,245.61,0,720.01,350.0,2.63,587.99,None,700.0,130.0,16.9,576.38,None,540.07,250.0,20.33,401.47,None,40.41,250.0,5.24,98.99,1,150.0,420.9,-16.56,160.05,0,600.0,350.0,9.13,469.7,None,570.04,250.0,18.88,431.42,None,-137.92,250.0,-24.63,276.91,1,-439.53,400.0,-88.4,594.7,None,-563.66,395.36,-33.77,715.11,None,700.0,-170.0,-148.78,707.79,None,150.0,-178.22,-118.44,439.61,None,150.0,597.15,-84.39,336.1,0,600.0,100.0,-21.07,488.61,None,670.07,300.0,6.54,532.72,None,-100.0,450.0,-17.85,304.36,1,600.0,270.18,15.21,461.33,None,-200.0,280.28,-54.2,339.29,1,300.0,250.0,25.31,161.63,0,98.97,250.0,12.13,41.34,1,120.06,250.0,15.33,21.82,0,57.92,342.08,1.53,114.33,1,410.03,250.0,24.66,271.51,0,310.0,250.0,25.27,171.61,0,-100.0,440.0,-17.79,298.26,1,370.0,250.0,25.04,231.52,0,200.0,200.0,27.07,86.61,0,750.0,150.0,12.82,621.28,None,-230.15,250.0,-90.43,369.08,1
4.267,0,137.35,262.65,15.14,4,3,2.928,732.371,742.299,26.135,91.85,28.402,0.007889,365.0905,T0;T3;T5;T13;T19;T21;T23;T24;T26;T27,1;2,150.0,534.9,-53.72,272.54,0,700.0,350.0,3.25,569.39,None,700.0,150.0,16.43,573.81,None,510.11,250.0,21.79,372.97,0,10.62,250.0,1.74,127.37,1,150.0,391.8,-9.27,129.77,0,600.0,380.0,9.28,477.3,None,540.07,250.0,20.33,402.92,None,-150.0,250.0,-27.27,287.63,1,-469.38,400.0,-85.34,622.08,None,-556.39,424.43,-35.19,712.36,None,700.0,-190.0,-146.25,722.12,None,150.0,-200.0,-130.84,462.82,None,150.0,570.73,-70.18,308.34,0,600.0,73.22,-34.59,499.93,None,650.0,300.0,7.92,514.01,None,-129.92,450.0,-20.0,326.4,1,600.0,250.0,17.42,462.82,None,-200.0,250.35,-56.26,337.58,1,330.0,250.0,25.19,193.06,0,100.0,250.0,12.25,39.44,1,120.0,250.0,15.33,21.47,0,50.0,350.0,0.09,123.54,1,400.0,250.0,24.92,262.95,0,300.0,250.0,25.31,163.14,0,-100.0,450.0,-17.85,302.39,1,340.0,250.0,25.16,203.04,0,200.0,229.94,25.24,70.67,0,750.0,130.0,13.24,626.84,None,-210.29,250.0,-67.94,347.88,1
4.283,0,135.95,264.05,14.91,4,3,3.071,905.493,915.564,26.133,91.78,35.0346,0.009732,364.8361,T0;T3;T5;T7;T13;T19;T20;T23;T24;T26;T27,1;2,150.0,550.0,-59.04,286.29,0,670.06,350.0,5.13,540.98,None,700.0,179.99,15.59,570.28,None,500.0,250.0,22.28,364.32,0,-19.18,250.0,-1.76,155.76,1,150.0,362.7,-1.98,99.64,0,600.0,400.0,9.38,483.56,None,510.11,250.0,21.79,374.42,0,-175.95,250.0,-42.33,312.21,1,-499.22,400.0,-82.29,649.55,None,-550.0,450.0,-36.45,710.7,None,700.0,-170.0,-148.78,711.73,None,122.07,-200.0,-141.78,464.26,None,150.0,550.0,-59.04,286.29,0,600.0,46.44,-48.11,512.54,None,620.1,300.0,10.32,485.48,None,-150.0,450.0,-21.45,341.09,1,570.04,250.0,18.88,434.31,None,-200.0,250.0,-56.28,336.24,1,360.0,250.0,25.08,224.49,0,120.0,250.0,15.33,21.26,0,100.0,250.0,12.25,38.6,1,28.98,371.02,-3.97,151.27,1,370.0,250.0,25.04,234.47,0,270.0,250.0,24.92,134.79,0,-73.24,436.62,-15.63,271.18,1,310.0,250.0,25.27,174.62,0,200.0,250.0,24.01,65.58,0,750.0,150.0,12.82,624.55,None,-200.0,250.0,-56.28,336.24,1
4.3,0,134.54,265.46,14.69,4,3,3.222,845.957,856.179,26.13,91.72,32.7659,0.009102,364.5983,T0;T3;T5;T7;T13;T19;T20;T23;T24;T26;T27,1;2,150.0,576.42,-73.24,311.35,0,650.0,350.0,6.39,522.34,None,700.0,200.0,15.03,569.23,None,470.01,250.0,23.07,335.82,0,-48.97,250.0,-5.27,184.17,1,150.0,350.0,1.2,85.94,0,600.0,430.0,9.81,493.68,None,500.0,250.0,22.28,365.78,0,-200.0,250.0,-56.28,334.9,1,-500.0,400.0,-82.21,648.65,None,-520.19,450.0,-39.8,680.24,None,700.0,-150.0,-154.15,701.67,None,100.0,-200.0,-150.42,466.74,None,150.0,521.7,-49.08,256.71,0,600.0,19.66,-61.63,526.37,None,600.0,300.0,11.93,466.74,None,-170.0,450.0,-22.91,356.09,1,540.07,250.0,20.33,405.82,None,-174.05,250.0,-41.22,308.98,1,390.0,250.0,24.96,255.92,0,149.94,250.0,17.16,21.82,0,70.21,250.0,8.75,66.17,1,7.96,392.04,-8.03,179.01,1,340.0,250.0,25.16,206.04,0,240.01,250.0,24.53,106.59,0,-46.48,423.24,-13.42,240.14,1,300.0,250.0,25.31,166.18,0,230.0,250.0,24.4,96.7,0,750.0,179.99,12.22,621.36,None,-174.05,250.0,-41.22,308.98,1
4.317,0,133.14,266.86,14.46,4,3,3.381,1000.326,1010.707,26.128,91.65,38.6836,0.010745,364.3176,T0;T3;T5;T7;T13;T17;T19;T20;T23;T24;T26;T27,1;2,150.0,602.85,-87.45,336.41,0,620.05,350.0,8.03,493.95,None,670.04,200.0,16.54,541.05,None,440.02,250.0,23.87,307.35,0,-50.0,250.0,-5.39,183.91,1,161.63,322.87,6.57,62.84,0,600.0,459.99,10.23,505.23,None,470.01,250.0,23.07,337.3,0,-219.85,250.0,-78.77,353.39,1,-500.0,420.0,-65.39,651.39,None,-490.38,450.0,-43.15,649.85,None,679.18,-129.18,-148.39,674.55,None,79.31,-220.69,-157.02,490.52,None,150.0,493.4,-39.12,227.17,0,600.0,0.0,-71.55,537.75,None,600.0,270.18,15.21,466.87,None,-150.0,450.0,-21.45,337.2,1,510.11,250.0,21.79,377.35,0,-150.0,250.0,-27.27,283.64,1,400.0,250.0,24.92,267.39,0,150.0,250.0,17.17,23.85,0,40.41,250.0,5.24,94.25,1,0.0,400.0,-9.57,188.28,1,310.0,250.0,25.27,177.67,0,210.01,250.0,24.14,78.7,0,-19.72,409.86,-11.2,209.32,1,270.0,250.0,24.92,137.9,0,259.99,250.0,24.79,127.97,0,750.0,200.0,11.81,620.48,None,-150.0,250.0,-27.27,283.64,1
4.333,0,131.73,268.27,14.24,4,3,3.55,965.301,975.851,26.124,91.58,37.3541,0.010376,364.0465,T0;T3;T5;T7;T13;T17;T19;T20;T23;T24;T26;T27,1;2,150.0,629.27,-101.66,361.46,0,600.0,350.0,9.13,475.35,None,650.0,200.0,17.54,522.74,None,410.03,250.0,24.66,278.9,0,-79.31,250.0,-11.8,211.83,1,173.25,295.74,11.94,49.79,0,600.0,489.99,10.65,518.11,None,440.02,250.0,23.87,308.83,0,-239.71,250.0,-101.26,371.89,1,-500.0,440.0,-58.32,654.66,None,-460.56,450.0,-46.5,619.55,None,658.36,-108.36,-142.64,647.45,None,58.61,-241.39,-163.62,514.87,None,150.0,465.1,-29.17,197.68,0,600.0,-26.56,-85.5,553.35,None,600.0,250.0,17.42,468.62,None,-120.08,450.0,-19.29,310.54,1,500.0,250.0,22.28,368.72,0,-120.69,250.0,-20.86,253.09,1,429.99,250.0,24.13,298.82,0,171.19,271.19,15.67,39.56,0,10.62,250.0,1.74,122.49,1,-26.76,413.38,-11.78,214.89,1,300.0,250.0,25.31,169.26,0,200.0,250.0,24.01,70.67,0,0.0,400.0,-9.57,186.3,1,240.01,250.0,24.53,109.8,0,289.99,250.0,25.18,159.31,0,720.06,200.0,13.74,592.28,None,-120.69,250.0,-20.86,253.09,1
4.35,0,130.33,269.67,14.01,4,3,3.727,929.873,940.6,26.121,91.52,36.009,0.010002,363.7852,T0;T3;T5;T7;T13;T17;T19;T20;T23;T24;T26;T27,1;2,150.0,650.0,-112.81,380.84,0,600.0,320.05,10.81,472.37,None,650.0,180.0,18.06,527.35,None,400.0,250.0,24.92,270.39,0,-108.61,250.0,-18.21,239.75,1,180.0,280.0,15.05,50.74,0,600.0,500.0,10.79,523.11,None,410.03,250.0,24.66,280.4,0,-250.0,250.0,-112.92,380.84,1,-500.0,420.0,-65.39,648.0,None,-430.75,450.0,-49.85,589.34,None,650.0,-100.0,-140.33,637.74,None,50.0,-250.0,-166.36,525.84,None,150.0,450.0,-23.85,181.4,0,600.0,-53.12,-99.45,569.9,None,570.04,250.0,18.88,440.15,None,-100.0,450.0,-17.85,292.52,1,470.01,250.0,23.07,340.25,0,-91.39,250.0,-14.45,222.58,1,459.98,250.0,23.34,330.24,0,180.0,280.0,15.05,50.74,0,-19.18,250.0,-1.76,150.79,1,-53.52,426.76,-14.0,241.82,1,270.0,250.0,24.92,141.05,0,180.0,250.0,20.97,53.43,0,21.02,378.98,-5.51,154.59,1,210.01,250.0,24.14,82.07,0,300.0,250.0,25.31,170.81,0,700.0,200.0,15.03,573.92,None,-91.39,250.0,-14.45,222.58,1
4.367,0,128.92,271.08,13.79,4,3,3.914,900.385,911.299,26.118,91.45,34.8912,0.009692,363.5321,T0;T3;T5;T7;T13;T17;T19;T20;T23;T24;T26;T27,1;2,180.0,650.0,-113.22,382.35,0,600.0,300.0,11.93,471.97,None,650.0,200.0,17.54,525.9,None,370.0,250.0,25.04,242.0,0,-137.92,250.0,-24.63,267.67,1,200.0,280.0,19.69,71.64,0,600.0,529.99,11.65,537.54,None,400.0,250.0,24.92,271.9,0,-271.94,250.0,-133.38,401.42,1,-500.0,400.0,-82.21,642.0,None,-400.94,450.0,-53.2,559.25,None,621.47,-100.0,-131.05,616.69,None,50.0,-270.0,-160.9,546.8,None,150.0,420.9,-16.56,151.3,0,600.0,-79.68,-113.39,587.32,None,540.07,250.0,20.33,411.69,None,-73.24,436.62,-15.63,261.29,1,440.02,250.0,23.87,311.81,0,-62.08,250.0,-8.03,192.16,1,489.97,250.0,22.54,361.66,0,168.37,307.13,9.68,53.44,0,-48.97,250.0,-5.27,179.14,1,-80.28,440.14,-16.22,268.97,1,240.01,250.0,24.53,113.07,0,150.24,250.0,17.2,29.98,0,42.04,357.96,-1.45,122.87,1,200.0,250.0,24.01,74.14,0,330.0,250.0,25.19,202.18,0,670.04,200.0,16.54,545.76,None,-62.08,250.0,-8.03,192.16,1
4.383,0,127.52,272.48,13.56,4,3,4.11,595.499,606.609,26.115,91.41,23.228,0.006452,363.3636,T3;T5;T7;T13;T17;T19;T20;T23;T24;T26;T27,1;2,200.0,650.0,-113.49,384.41,None,600.0,270.18,15.21,472.49,None,620.12,200.0,14.82,497.91,None,340.0,250.0,25.16,213.67,0,-150.0,250.0,-27.27,278.43,1,200.0,250.31,23.97,75.8,0,600.0,559.98,12.52,553.08,None,370.0,250.0,25.04,243.52,0,-293.89,250.0,-153.84,422.0,1,-470.16,400.0,-85.26,611.12,None,-371.13,450.0,-56.55,529.3,None,600.0,-100.0,-124.06,601.65,None,50.0,-290.0,-158.4,567.8,None,150.0,391.8,-9.27,121.41,0,600.0,-100.0,-124.06,601.65,None,510.11,250.0,21.79,383.25,None,-46.48,423.24,-13.42,230.22,1,410.03,250.0,24.66,283.41,0,-50.0,250.0,-5.39,178.93,1,500.0,250.0,22.28,373.16,0,156.75,334.26,4.31,68.34,0,-50.0,250.0,-5.39,178.93,1,-100.0,450.0,-17.85,288.58,1,210.01,250.0,24.14,85.5,0,150.0,250.0,17.17,31.8,0,50.0,350.0,0.09,109.62,1,180.0,250.0,20.97,57.1,0,360.0,250.0,25.08,233.57,0,650.0,200.0,17.54,527.49,None,-50.0,250.0,-5.39,178.93,1
4.4,0,126.11,273.89,13.34,4,3,4.316,573.712,585.028,26.114,91.37,22.4032,0.006223,363.2011,T3;T5;T7;T13;T15;T17;T20;T23;T24;T25;T26;T27,1;2,220.44,670.44,-121.54,407.61,None,600.0,250.0,17.42,474.49,None,600.0,200.0,12.99,479.61,None,310.0,250.0,25.27,185.43,0,-175.95,250.0,-42.33,303.0,1,200.0,250.0,24.01,77.65,0,600.0,589.96,13.38,569.63,None,340.0,250.0,25.16,215.22,0,-300.0,250.0,-159.54,426.78,1,-440.31,400.0,-88.32,580.29,None,-350.0,450.0,-58.92,507.64,None,570.42,-100.0,-129.04,580.69,None,50.0,-270.0,-160.9,549.19,None,150.0,362.7,-1.98,91.97,0,628.53,-100.0,-133.34,626.27,None,500.0,250.0,22.28,374.65,0,-19.72,409.86,-11.2,199.39,1,400.0,250.0,24.92,274.93,0,-20.21,250.0,-1.88,148.25,1,529.96,250.0,20.82,404.56,None,150.0,350.0,1.2,79.77,0,-79.31,250.0,-11.8,206.8,1,-100.0,420.0,-17.68,269.21,1,200.0,250.0,24.01,77.65,0,120.06,250.0,15.33,24.64,0,71.04,328.96,3.91,77.88,0,150.24,250.0,17.2,33.95,0,390.0,250.0,24.96,264.97,0,620.12,200.0,14.82,499.51,None,-20.21,250.0,-1.88,148.25,1
4.417,0,124.71,275.29,13.11,4,3,4.531,499.801,511.333,26.112,91.34,19.5825,0.00544,363.059,T3;T5;T7;T13;T15;T17;T20;T23;T24;T25;T26;T27,1;2,240.87,690.87,-129.58,431.51,None,570.04,250.0,18.88,446.05,None,600.0,229.88,15.64,477.46,None,300.0,250.0,25.31,177.11,0,-200.0,250.0,-56.28,325.69,1,230.0,250.0,24.4,108.29,0,600.0,600.0,13.67,575.62,None,310.0,250.0,25.27,187.01,0,-300.0,279.83,-162.75,424.73,1,-410.47,400.0,-91.37,549.51,None,-321.63,440.54,-56.47,475.95,None,550.0,-100.0,-132.48,567.2,None,50.0,-250.0,-166.36,530.58,None,150.0,350.0,1.2,78.87,0,650.0,-100.0,-140.33,645.58,None,470.01,250.0,23.07,346.23,0,0.0,400.0,-9.57,176.36,1,370.0,250.0,25.04,246.6,0,9.59,250.0,1.62,117.86,1,559.93,250.0,19.37,435.96,None,150.0,379.1,-6.09,106.84,0,-108.61,250.0,-18.21,234.69,1,-100.0,390.0,-17.51,252.29,1,200.0,279.69,19.73,75.42,0,120.0,250.0,15.33,25.73,0,92.08,307.92,7.72,46.14,0,150.0,250.0,17.17,35.77,0,400.0,250.0,24.92,276.45,0,600.0,200.0,12.99,481.22,None,9.59,250.0,1.62,117.86,1
4.433,0,123.3,276.7,12.89,4,3,4.757,471.125,482.881,26.11,91.3,18.494,0.005137,362.9249,T3;T5;T7;T13;T15;T17;T20;T23;T25;T26;T27,1;2,250.0,700.0,-133.18,441.86,None,540.07,250.0,20.33,417.62,None,600.0,250.0,17.42,477.45,None,270.0,250.0,24.92,149.11,0,-219.85,250.0,-78.77,344.19,1,259.99,250.0,24.79,139.28,0,570.16,600.0,16.78,551.55,None,300.0,250.0,25.31,178.71,0,-300.0,300.0,-164.92,423.94,1,-380.62,400.0,-94.43,518.79,None,-293.27,431.09,-54.02,444.26,None,522.76,-100.0,-119.92,549.06,None,70.69,-229.31,-159.77,508.73,None,161.63,322.87,6.57,60.01,0,670.82,-120.82,-146.08,676.61,None,440.02,250.0,23.87,317.84,0,21.02,378.98,-5.51,144.65,1,340.0,250.0,25.16,218.34,0,39.38,250.0,5.12,88.06,1,589.89,250.0,17.91,467.36,None,150.0,408.2,-13.38,134.19,0,-137.92,250.0,-24.63,262.58,1,-100.0,360.0,-17.34,238.33,1,200.0,280.0,19.69,76.77,0,100.0,250.0,12.25,35.44,1,100.0,300.0,9.16,32.95,0,120.06,250.0,15.33,26.9,0,429.99,250.0,24.13,307.85,0,600.0,229.88,15.64,478.99,None,39.38,250.0,5.12,88.06,1
4.45,0,121.9,278.1,12.66,4,3,4.992,458.513,470.505,26.109,91.27,18.0211,0.005006,362.7942,T3;T5;T7;T13;T15;T17;T20;T23;T25;T26;T27,1;2,250.0,720.0,-125.72,460.09,None,510.11,250.0,21.79,389.23,None,570.04,250.0,18.88,449.02,None,240.01,250.0,24.53,121.41,0,-239.71,250.0,-101.26,362.69,1,289.99,250.0,25.18,170.43,0,550.0,600.0,18.88,535.62,None,270.0,250.0,24.92,150.75,0,-320.55,320.55,-157.5,444.48,None,-350.78,400.0,-97.48,488.14,None,-264.9,421.63,-51.57,412.57,1,500.0,-100.0,-109.43,534.72,None,91.39,-208.61,-153.17,487.67,None,173.25,295.74,11.94,54.3,0,691.64,-141.64,-151.84,707.67,None,410.03,250.0,24.66,289.5,0,42.04,357.96,-1.45,112.94,1,310.0,250.0,25.27,190.19,0,69.18,250.0,8.63,59.74,1,600.0,250.0,17.42,478.93,None,150.0,437.3,-20.67,161.66,0,-150.0,250.0,-27.27,273.34,1,-100.0,350.0,-17.28,233.25,1,180.0,280.0,15.05,58.14,0,70.21,250.0,8.75,58.84,1,121.08,278.92,12.53,1.16,0,120.0,250.0,15.33,28.17,0,459.98,250.0,23.34,339.25,0,600.0,250.0,17.42,478.93,None,69.18,250.0,8.63,59.74,1
4.467,0,120.49,279.51,12.44,4,3,5.237,741.727,753.964,26.107,91.22,28.8797,0.008022,362.5848,T1;T3;T5;T7;T13;T15;T16;T17;T20;T23;T25;T27,1;2,250.0,740.0,-122.24,478.36,None,500.0,250.0,22.28,380.66,0,540.07,250.0,20.33,420.62,None,210.01,250.0,24.14,94.26,0,-250.0,250.0,-112.92,371.66,1,300.0,250.0,25.31,181.92,0,528.84,621.16,20.92,532.42,None,240.01,250.0,24.53,123.1,0,-341.11,341.11,-150.07,465.69,None,-350.0,400.0,-97.56,485.67,None,-236.54,412.18,-49.12,380.88,1,479.8,-120.2,-100.25,537.47,None,100.0,-200.0,-150.42,479.95,None,180.0,280.0,15.05,59.51,0,700.0,-150.0,-154.15,721.33,None,400.0,250.0,24.92,281.06,0,50.0,350.0,0.09,99.69,0,300.0,250.0,25.31,181.92,0,98.97,250.0,12.13,36.52,1,600.0,220.12,14.78,483.17,None,150.0,450.0,-23.85,173.03,0,-175.95,250.0,-42.33,297.9,1,-100.0,330.0,-17.03,226.2,1,168.37,307.13,9.68,55.28,0,40.41,250.0,5.24,85.34,1,142.16,257.84,15.91,30.64,0,100.0,250.0,12.25,35.93,1,489.97,250.0,22.54,370.65,0,570.04,250.0,18.88,450.51,None,98.97,250.0,12.13,36.52,1
4.483,0,119.08,280.92,12.21,4,3,5.493,697.223,709.716,26.105,91.17,27.1873,0.007552,362.3876,T1;T3;T5;T7;T13;T15;T16;T17;T20;T23;T25;T27,1;2,250.0,720.0,-125.72,458.19,None,470.01,250.0,23.07,352.28,0,510.11,250.0,21.79,392.24,None,200.0,250.0,24.01,86.62,0,-271.94,250.0,-133.38,392.25,1,330.0,250.0,25.19,213.17,0,507.67,642.33,22.96,530.68,None,210.01,250.0,24.14,96.03,0,-350.0,350.0,-146.86,474.14,None,-350.0,378.64,-118.62,479.16,None,-208.17,402.72,-46.67,349.19,1,459.61,-140.39,-91.08,541.72,None,127.93,-200.0,-139.48,481.0,None,158.81,258.81,16.55,45.46,0,700.0,-170.0,-148.78,735.38,None,370.0,250.0,25.04,252.81,0,71.04,328.96,3.91,67.94,0,270.0,250.0,24.92,154.05,0,100.0,250.0,12.25,36.33,1,600.0,200.0,12.99,487.67,None,150.0,478.3,-33.81,199.79,0,-200.0,250.0,-56.28,320.58,1,-100.0,350.0,-17.28,229.72,1,156.75,334.26,4.31,65.3,0,10.62,250.0,1.74,112.79,1,150.0,250.0,17.17,43.72,0,70.21,250.0,8.75,57.84,1,500.0,250.0,22.28,382.17,0,540.07,250.0,20.33,422.12,None,100.0,250.0,12.25,36.33,1
4.5,0,117.68,282.32,11.99,4,3,5.759,422.608,435.367,26.103,91.14,16.6791,0.004633,362.2667,T1;T3;T5;T7;T13;T15;T16;T17;T18;T20;T23;T25;T29,1;2,250.0,700.0,-133.18,438.14,None,440.02,250.0,23.87,323.96,0,500.0,250.0,22.28,383.68,None,200.0,220.06,25.84,103.22,0,-293.89,250.0,-153.84,412.83,1,360.0,250.0,25.08,244.47,0,500.0,650.0,23.7,530.43,None,200.0,250.0,24.01,88.44,0,-350.0,371.36,-125.8,476.08,None,-350.0,357.27,-139.69,473.65,None,-200.0,400.0,-45.96,338.78,1,450.0,-150.0,-86.71,545.29,None,150.0,-200.0,-130.84,483.4,None,150.0,250.0,17.17,45.71,0,700.0,-190.0,-146.25,749.79,None,340.0,250.0,25.16,224.66,0,92.08,307.92,7.72,36.2,0,240.01,250.0,24.53,126.52,0,120.0,250.0,15.33,32.4,0,600.0,171.6,3.32,494.86,None,150.0,506.6,-43.77,226.6,0,-219.85,250.0,-78.77,339.08,1,-100.0,380.0,-17.45,238.59,1,150.0,350.0,1.2,75.0,0,-19.18,250.0,-1.76,140.62,1,150.0,220.23,20.84,70.0,0,40.41,250.0,5.24,83.76,1,529.96,250.0,20.82,413.55,None,510.11,250.0,21.79,393.75,None,120.0,250.0,15.33,32.4,0
4.517,0,116.27,283.73,11.76,4,3,6.036,630.207,643.243,26.101,91.09,24.6443,0.006846,362.088,T1;T2;T3;T5;T7;T13;T15;T16;T17;T18;T20;T23;T25;T29,1;2,229.56,679.56,-125.13,411.73,None,410.03,250.0,24.66,295.69,0,470.01,250.0,23.07,355.34,0,200.0,200.0,27.07,118.41,0,-300.0,250.0,-159.54,417.64,1,390.0,250.0,24.96,275.79,0,500.0,670.0,24.89,544.48,None,200.0,279.69,19.73,83.82,0,-350.0,392.73,-104.73,478.85,None,-350.0,350.0,-146.86,470.96,None,-200.0,420.0,-35.02,344.38,1,450.0,-170.0,-70.82,563.24,None,150.0,-173.93,-116.0,458.89,None,120.06,250.0,15.33,33.94,0,700.0,-170.0,-148.78,739.33,None,310.0,250.0,25.27,196.64,0,100.0,300.0,9.16,23.02,0,210.01,250.0,24.14,99.62,0,149.94,250.0,17.16,47.66,0,600.0,143.2,-6.35,503.72,None,150.0,534.9,-53.72,253.43,0,-239.71,250.0,-101.26,357.58,1,-100.0,410.0,-17.62,250.44,1,150.0,379.1,-6.09,101.16,0,-48.97,250.0,-5.27,168.65,1,150.0,220.0,20.86,72.1,0,10.62,250.0,1.74,110.91,1,559.93,250.0,19.37,444.93,None,500.0,250.0,22.28,385.2,None,149.94,250.0,17.16,47.66,0
4.533,0,114.87,285.13,11.54,4,3,6.324,818.362,831.685,26.099,91.03,31.8664,0.008852,361.857,T1;T2;T3;T5;T7;T13;T15;T16;T17;T18;T20;T23;T25;T28;T29,1;2,209.13,659.13,-117.08,385.69,None,400.0,250.0,24.92,287.29,0,440.02,250.0,23.87,327.04,0,180.0,200.0,25.54,107.19,0,-300.0,222.09,-148.54,419.63,1,400.0,250.0,24.92,287.29,0,500.0,650.0,23.7,530.52,None,200.0,280.0,19.69,85.29,0,-350.0,400.0,-97.56,478.85,None,-329.45,329.45,-154.28,446.52,None,-200.0,440.0,-31.75,350.89,1,450.0,-190.0,-65.87,581.43,None,150.0,-147.85,-101.16,434.41,None,120.0,250.0,15.33,35.5,0,700.0,-150.0,-154.15,729.19,None,300.0,250.0,25.31,188.43,0,121.08,278.92,12.53,8.78,0,200.0,250.0,24.01,92.09,0,150.0,250.0,17.17,49.68,0,600.0,114.81,-16.03,514.16,None,150.0,550.0,-59.04,267.19,0,-250.0,250.0,-112.92,366.56,1,-100.0,440.0,-17.79,264.86,1,150.0,408.2,-13.38,127.99,0,-50.0,250.0,-5.39,168.57,1,150.0,200.0,23.23,92.09,0,-19.18,250.0,-1.76,138.57,1,589.89,250.0,17.91,476.32,None,470.01,250.0,23.07,356.87,0,150.0,250.0,17.17,49.68,0
